,0,Membership_No,Address,Contact_Nos,E_mail,Web,Year_Of_Joining,Memb_No_Year_Stripped,Member_City,lattitude_longitude,lattitude,longitude,country_code
91,"Membership No : 939/2010  Army Housing Scheme (AHS)  Details  Zia Colony, Dhaka Cantt, Dhaka Phone: 880-2-8750011,8872530 E-mail: md@jolshiriabashon.com,jolshiriabashon@gmail.com Web: http://www.abs.org.bd.com",939/2010,"939/2010  Army Housing Scheme (AHS)  Details  Zia Colony, Dhaka Cantt, Dhaka","880-2-8750011,8872530","md@jolshiriabashon.com,jolshiriabashon@gmail.com ",http://www.abs.org.bd.com,2010.0,939.0,Dhaka,"(23.8181583, 90.4057443)",23.8181583,90.4057443,bd
189,"Membership No : 940/2010  City Homes Ltd.  Details  88, Motijheel C/A, Shadinata bhaban (1st Floor), Dhaka-1000 Phone: 88-02-9578346,9578349,9578351 Fax: 880-2-9576975  E-mail: cityhomes@ahmedgroupbd.com Web: http://www.ahmedgroupbd.com",940/2010,"940/2010  City Homes Ltd.  Details  88, Motijheel C/A, Shadinata bhaban (1st Floor), Dhaka-1000","88-02-9578346,9578349,9578351 Fax: 880-2-9576975 ",cityhomes@ahmedgroupbd.com ,http://www.ahmedgroupbd.com,2010.0,940.0,Dhaka,"(23.7288543, 90.41811539999999)",23.7288543,90.41811539999999,bd
96,"Membership No : 941/2010  Ascott Holdings Ltd.  Details  71, Bir Uttam C.R. Datta Road Hatirpool, Dhaka-1205 Phone: 880-2-9664927,9667043 Fax: 880-2-8614209  E-mail: info@ascottbd.com Web: http://www.ascotbd.com",941/2010,"941/2010  Ascott Holdings Ltd.  Details  71, Bir Uttam C.R. Datta Road Hatirpool, Dhaka-1205","880-2-9664927,9667043 Fax: 880-2-8614209 ",info@ascottbd.com ,http://www.ascotbd.com,2010.0,941.0,Dhaka,"(23.7478924, 90.39281160000002)",23.7478924,90.39281160000002,bd
313,"Membership No : 945/2010  Gazi Bangladesh Limited  Details  151/6, Green Road(2nd floor),Panthapath, Dhaka-1205. Phone: 88-02-8144440 Fax: 88-02-8144441  E-mail: gazigroup@yahoo.com",945/2010,"945/2010  Gazi Bangladesh Limited  Details  151/6, Green Road(2nd floor),Panthapath, Dhaka-1205.",88-02-8144440 Fax: 88-02-8144441 ,,,2010.0,945.0,Dhaka,"(23.7508074, 90.3870319)",23.7506459,90.3867362,bd
499,"Membership No : 947/2010  Mitu Properties Limited  Details  Plot # 22, Main Road # 3, Mid Town Shapping Mall, (6th Floor), Section # 7, Mirpur, Dhaka-1216 Phone: 880-2-8021721,8058824 Fax: 88-02-9021721  E-mail: mituproperties@yahoo.com Web: http://www.mituproertiesltd.com",947/2010,"947/2010  Mitu Properties Limited  Details  Plot # 22, Main Road # 3, Mid Town Shapping Mall, (6th Floor), Section # 7, Mirpur, Dhaka-1216","880-2-8021721,8058824 Fax: 88-02-9021721 ",mituproperties@yahoo.com ,http://www.mituproertiesltd.com,2010.0,947.0,Dhaka,"(23.8187507, 90.3650962)",23.8187507,90.3650962,bd
393,"Membership No : 948/2010  Index Properties Ltd.  Details  House # 20, Road # 99, Gulshan-2, Dhaka-1212 Phone: 880-2-9891990,9887611 Fax: 880-2-8837468  E-mail: indexproperties.info@gmail.com,info@index-bd.com Web: http://www.index-bd.com",948/2010,"948/2010  Index Properties Ltd.  Details  House # 20, Road # 99, Gulshan-2, Dhaka-1212","880-2-9891990,9887611 Fax: 880-2-8837468 ","indexproperties.info@gmail.com,info@index-bd.com ",http://www.index-bd.com,2010.0,948.0,Dhaka,"(None, None)",23.7947536,90.41430849999999,bd
394,"Membership No : 949/2010  Index Real Estate Ltd.  Details  House # 20, Road # 99, Gulshan-2, Dhaka-1212 Phone: 880-2-9887611 Fax: 880-2-8837533",949/2010,"949/2010  Index Real Estate Ltd.  Details  House # 20, Road # 99, Gulshan-2, Dhaka-1212",,,,2010.0,949.0,Dhaka,"(None, None)",23.7947536,90.41430849999999,bd
625,"Membership No : 954/2010  Quest Real Estate Ltd.  Details  S.K Tower, Plot- 5, Road- 19, Block-A East Town, Modunpur, Bondor, Narayongong. Phone: 01635361560,01625094480,01675778825 E-mail: questrealestateltd@gmail.com Web: http://www.questgbd.com",954/2010,"954/2010  Quest Real Estate Ltd.  Details  S.K Tower, Plot- 5, Road- 19, Block-A East Town, Modunpur, Bondor, Narayongong.","01635361560,01625094480,01675778825",questrealestateltd@gmail.com ,http://www.questgbd.com,2010.0,954.0,Narayangonj,"(23.6327767, 90.5246511)",23.6899825,90.54847409999999,bd
434,"Membership No : 955/2010  Kranti Housing Limited  Details  House # 548, Road # 10 , Baitul Aman Housing Society, Adabor, Dhaka - 1207 Phone: 880-2-8119350,9124790 Fax: 880-2-8117156  E-mail: khl@bdonline.com",955/2010,"955/2010  Kranti Housing Limited  Details  House # 548, Road # 10 , Baitul Aman Housing Society, Adabor, Dhaka - 1207","880-2-8119350,9124790 Fax: 880-2-8117156 ",,,2010.0,955.0,Dhaka,"(None, None)",23.7708309,90.3564904,bd
171,"Membership No : 957/2010  Caldwell Development Ltd.  Details  Plot # 54, Road # 11, Block # C (5th Floor), Banani, Dhaka-1213  Phone: 880-2-8824192,9844197,9844145,58814235, Fax: 880-2-8836737  E-mail: info@caldwellbd.com Web: http://www.caldwellbd.com",957/2010,"957/2010  Caldwell Development Ltd.  Details  Plot # 54, Road # 11, Block # C (5th Floor), Banani, Dhaka-1213 ","880-2-8824192,9844197,9844145,58814235, Fax: 880-2-8836737 ",info@caldwellbd.com ,http://www.caldwellbd.com,2010.0,957.0,Dhaka,"(None, None)",23.7936784,90.40536639999999,bd
757,"Membership No : 958/2010  Skycity Properties Ltd.  Details  Cosmic Tower (2nd Floor, 2-A) 106/Ka, Noya Paltan, Box-culvert Road, Dhaka-1000  Phone: 02-9331464,02-9331345,01798477777 E-mail: skycity_properties@yahoo.com Web: http://www.skycitybd.com",958/2010,"958/2010  Skycity Properties Ltd.  Details  Cosmic Tower (2nd Floor, 2-A) 106/Ka, Noya Paltan, Box-culvert Road, Dhaka-1000 ","02-9331464,02-9331345,01798477777",skycity_properties@yahoo.com ,http://www.skycitybd.com,2010.0,958.0,Dhaka,"(23.7263715, 90.4237173)",23.7312139,90.41602089999999,bd
830,"Membership No : 960/2010  Ultimate Property Development Ltd.  Details  Ultimate Dream, kazi More (Beside of Deen Impex), naogaon. Phone: 01713311724,0741-62062,01711813490 E-mail: deen1856@gmail.com",960/2010,"960/2010  Ultimate Property Development Ltd.  Details  Ultimate Dream, kazi More (Beside of Deen Impex), naogaon.","01713311724,0741-62062,01711813490",,,2010.0,960.0,naogaon,"(24.8221614, 88.93283149999999)",24.8221281,88.9328185,bd
551,"Membership No : 963/2010  Nipobon Real Estate Limited  Details  MG Tower, Level-8, 389/B, DIT Road, West Rampura, Dhaka-1219. Phone: 880-2-9351759 Fax: 880-2-9338076  E-mail: info@nipobon.com Web: http://www.nipobon.com",963/2010,"963/2010  Nipobon Real Estate Limited  Details  MG Tower, Level-8, 389/B, DIT Road, West Rampura, Dhaka-1219.",880-2-9351759 Fax: 880-2-9338076 ,info@nipobon.com ,http://www.nipobon.com,2010.0,963.0,Dhaka,"(23.763906, 90.4207866)",23.763906,90.4207866,bd
557,"Membership No : 965/2010  Noman Properties Limited  Details  Khan Tower Level # 3, 51, Sonargaon Janapath, Sector # 7, Uttara, Dhaka-1230 Phone: 88-02-58954587,7913459,8953369 E-mail: nomanproperties@yahoo.com,info@nomanpropertiesl.com Web: http://www.nomanproperties.com",965/2010,"965/2010  Noman Properties Limited  Details  Khan Tower Level # 3, 51, Sonargaon Janapath, Sector # 7, Uttara, Dhaka-1230","88-02-58954587,7913459,8953369","nomanproperties@yahoo.com,info@nomanpropertiesl.com ",http://www.nomanproperties.com,2010.0,965.0,Dhaka,"(None, None)",23.8739104,90.3951075,bd
707,"Membership No : 966/2010  Sarker Properties & Developments Ltd.  Details  House # 41, Road # Goribe Neowaz Avenue, Sector # 11, Uttara Model Town, Dhaka-1230 Phone: 880-2-8960082,01827176835,01912463780 E-mail: info@sarkerpropertiesltd.com Web: http://www.sarkerpropertiesltd.com",966/2010,"966/2010  Sarker Properties & Developments Ltd.  Details  House # 41, Road # Goribe Neowaz Avenue, Sector # 11, Uttara Model Town, Dhaka-1230","880-2-8960082,01827176835,01912463780",info@sarkerpropertiesltd.com ,http://www.sarkerpropertiesltd.com,2010.0,966.0,Dhaka,"(None, None)",23.8697964,90.4219444,bd
211,"Membership No : 970/2010  Cordial Properties Ltd.  Details  House # 10 (3rd Floor), Road # 20 Nikunja-2, Khilkhet, Dhaka-1213  Phone: 880-2-8827535 Fax: 880-2-9892930  Web: http://www.cordialproperties.com",970/2010,"970/2010  Cordial Properties Ltd.  Details  House # 10 (3rd Floor), Road # 20 Nikunja-2, Khilkhet, Dhaka-1213 ",,,http://www.cordialproperties.com,2010.0,970.0,Dhaka,"(8.5338069, 76.95082300000001)",23.8311224,90.4243013,bd
376,"Membership No : 973/2010  Icon Housing & Builders Ltd.  Details  Jabbar Tower (19th Floor), 42 Gulshan Avenue, Gulshan Circle-1 Dhaka-1212 Phone: 88-02-9337913,8319464 E-mail: info@icongroupbd.com Web: http://www.icongroupbd.com",973/2010,"973/2010  Icon Housing & Builders Ltd.  Details  Jabbar Tower (19th Floor), 42 Gulshan Avenue, Gulshan Circle-1 Dhaka-1212","88-02-9337913,8319464",info@icongroupbd.com ,http://www.icongroupbd.com,2010.0,973.0,Dhaka,"(None, None)",23.684994,90.356331,bd
117,"Membership No : 979/2010  Azmiri Properties Development Ltd.  Details  Probal Tower, 45 Probal Housing Ltd, Ring Road, Mohammadpur, Dhaka Phone: 88-02-58154234 Fax: 880-2-58154237  E-mail: azmari.info@gmail.com Web: http://www.azmiribazar.com",979/2010,"979/2010  Azmiri Properties Development Ltd.  Details  Probal Tower, 45 Probal Housing Ltd, Ring Road, Mohammadpur, Dhaka",88-02-58154234 Fax: 880-2-58154237 ,azmari.info@gmail.com ,http://www.azmiribazar.com,2010.0,979.0,Dhaka,"(23.7671997, 90.3580209)",23.7671997,90.3580209,bd
622,"Membership No : 982/2010  Purbachal Probashi Palli Limited  Details  Ahmed Tower (12nd Floor), 28 & 30 Kemal Ataturk Avenue, Banani, Dhaka - 1213 Phone: 880-2-8859616 E-mail: info@probashipalli.com Web: http://www.purbachalprobashipalli.com",982/2010,"982/2010  Purbachal Probashi Palli Limited  Details  Ahmed Tower (12nd Floor), 28 & 30 Kemal Ataturk Avenue, Banani, Dhaka - 1213",880-2-8859616,info@probashipalli.com ,http://www.purbachalprobashipalli.com,2010.0,982.0,Dhaka,"(23.8457773, 90.4974359)",23.8457773,90.4974359,bd
751,"Membership No : 985/2010  Silver Spring Properties Limited  Details  House # 288 (2nd Floor), Road # 19/C, New DOHS, Mohakhali, Dhaka-1206 Phone: 880-2-8711714,9859526 Fax: 880-2-8711715  E-mail: slvspring@gmail.com",985/2010,"985/2010  Silver Spring Properties Limited  Details  House # 288 (2nd Floor), Road # 19/C, New DOHS, Mohakhali, Dhaka-1206","880-2-8711714,9859526 Fax: 880-2-8711715 ",,,2010.0,985.0,Dhaka,"(38.99066570000001, -77.026088)",23.831486,90.3891785,bd
821,"Membership No : 987/2010  Trinity Developments Ltd.  Details  18 (new) 2nd Floor, Road # 7 Dhanmondi, Dhaka-1205  Phone: 880-2-9612610,9670550 Fax: 880-2-9612613  E-mail: nabintrinity@gmail.com Web: http://www.trinity-dl.com",987/2010,"987/2010  Trinity Developments Ltd.  Details  18 (new) 2nd Floor, Road # 7 Dhanmondi, Dhaka-1205 ","880-2-9612610,9670550 Fax: 880-2-9612613 ",nabintrinity@gmail.com ,http://www.trinity-dl.com,2010.0,987.0,Dhaka,"(None, None)",23.7504092,90.39238739999999,bd
613,"Membership No : 995/2010  Prism Properties Ltd.  Details  45, Topkhana Road, Tropicana Tower (8th Floor), Paltan Mor, Suite # A-8, Dhaka-1000 Phone: 880-2-9515645 Fax: 880-2-7912475  E-mail: info@prismgroupbd.com Web: http://www.prismgroupbd.com",995/2010,"995/2010  Prism Properties Ltd.  Details  45, Topkhana Road, Tropicana Tower (8th Floor), Paltan Mor, Suite # A-8, Dhaka-1000",880-2-9515645 Fax: 880-2-7912475 ,info@prismgroupbd.com ,http://www.prismgroupbd.com,2010.0,995.0,Dhaka,"(23.7305281, 90.4099042)",23.7305281,90.4099042,bd
555,"Membership No : 997/2010  Nodi Bangla Construction Ltd.  Details  House # 02, Road # 11, Sector # 06 Uttara Model Town, Dhaka-1230  Phone: 880-2-7912473 Fax: 880-2-7912475  E-mail: nodibangla@gmail.com Web: http://www.nodibangla.com",997/2010,"997/2010  Nodi Bangla Construction Ltd.  Details  House # 02, Road # 11, Sector # 06 Uttara Model Town, Dhaka-1230 ",880-2-7912473 Fax: 880-2-7912475 ,nodibangla@gmail.com ,http://www.nodibangla.com,2010.0,997.0,Dhaka,"(23.9214063, 90.71933849999999)",23.9214063,90.71933849999999,bd
596,"Membership No : 998/2010  Pixel Homes Ltd.  Details  Corporate Office: ModdoMoni, House-343(1st Floor),Road No-25, Mohakhali DOHS, Dhaka-Cantonment.Dhaka-1206 Phone: 880-2-8626497 E-mail: pixelhomesltd@yahoo.com",998/2010,"998/2010  Pixel Homes Ltd.  Details  Corporate Office: ModdoMoni, House-343(1st Floor),Road No-25, Mohakhali DOHS, Dhaka-Cantonment.Dhaka-1206",880-2-8626497,,,2010.0,998.0,Dhaka,"(23.78286, 90.3954387)",23.78286,90.3954387,bd
694,"Membership No : 999/2010  Saima Properties (Pvt.) Ltd.  Details  K.H. Plaza (2nd Floor), Agrabad Access Road (Oposite of Police Line), Rahmanbagh, Chotopool, Chittagong Phone: 031-2528887 E-mail: info@saimaproperties.com Web: http://www.saimaproperties.com",999/2010,"999/2010  Saima Properties (Pvt.) Ltd.  Details  K.H. Plaza (2nd Floor), Agrabad Access Road (Oposite of Police Line), Rahmanbagh, Chotopool, Chittagong",031-2528887,info@saimaproperties.com ,http://www.saimaproperties.com,2010.0,999.0,Chittagong,"(22.3291117, 91.8013823)",22.3291117,91.8013823,bd
513,"Membership No : 1004/2010  Moonstone Properties & Holdings Ltd.  Details  House # 3/B, Road # 49, Block # CWN (A) Gulshan, Dhaka Phone: 88-02-58815217,58815235,9896037 E-mail: moon.stone@yahoo.com Web: http://www.moonstonebd.com",1004/2010,"1004/2010  Moonstone Properties & Holdings Ltd.  Details  House # 3/B, Road # 49, Block # CWN (A) Gulshan, Dhaka","88-02-58815217,58815235,9896037",moon.stone@yahoo.com ,http://www.moonstonebd.com,2010.0,1004.0,Dhaka,"(None, None)",23.810332,90.4125181,bd
547,"Membership No : 1006/2010  NG Development Limited  Details  Road # 11 (East), House # 537, DOHS Baridhara, Dhaka-1206  Phone: 880-2-8411177,01842880770 Fax: 88-02-8412431  E-mail: mgdl_monir@yahoo.com Web: http://www.ngdlbd.com",1006/2010,"1006/2010  NG Development Limited  Details  Road # 11 (East), House # 537, DOHS Baridhara, Dhaka-1206 ","880-2-8411177,01842880770 Fax: 88-02-8412431 ",mgdl_monir@yahoo.com ,http://www.ngdlbd.com,2010.0,1006.0,Dhaka,"(None, None)",23.8092605,90.4134385,bd
673,"Membership No : 1007/2010  Royal Abasan Limited  Details  Unique Height,4/A,4/B,4/C Sobahanbag, Dhanmondi, Dhaka. Phone: 880-2-9139272 Fax: 880-2-9136787  E-mail: royal-abasan@yahoo.com",1007/2010,"1007/2010  Royal Abasan Limited  Details  Unique Height,4/A,4/B,4/C Sobahanbag, Dhanmondi, Dhaka.",880-2-9139272 Fax: 880-2-9136787 ,,,2010.0,1007.0,Dhaka,"(23.7552914, 90.37644259999999)",23.7552914,90.37644259999999,bd
550,"Membership No : 1012/2010  Nina Holdings Limited  Details  Nanakabbo, Level # 10, 227/A, Gulshan-Tejgaon Link Road, Tejgaon, Dhaka-1208 Phone: 880-2-9006028 Fax: 880-2-9009718  E-mail: nhl@epylliongroup.com Web: http://www.epylliongroup.com",1012/2010,"1012/2010  Nina Holdings Limited  Details  Nanakabbo, Level # 10, 227/A, Gulshan-Tejgaon Link Road, Tejgaon, Dhaka-1208",880-2-9006028 Fax: 880-2-9009718 ,nhl@epylliongroup.com ,http://www.epylliongroup.com,2010.0,1012.0,Dhaka,"(None, None)",23.771412,90.4036909,bd
140,"Membership No : 1016/2010  Berkeley Homes Ltd.  Details  Suite # 10/8 (10th Floor), Eastern Commercial Complex, 73 Kakrail, Dhaka-1000 Phone: 880-2-8399613,01833104681 Fax: 880-2-8122307  E-mail: info@barkeleyhomesltd.com Web: http://www.barkeleygroupbd.com",1016/2010,"1016/2010  Berkeley Homes Ltd.  Details  Suite # 10/8 (10th Floor), Eastern Commercial Complex, 73 Kakrail, Dhaka-1000","880-2-8399613,01833104681 Fax: 880-2-8122307 ",info@barkeleyhomesltd.com ,http://www.barkeleygroupbd.com,2010.0,1016.0,Dhaka,"(None, None)",23.736621,90.40847889999999,bd
237,"Membership No : 1017/2010  Diganta Living (Pvt.) Ltd.  Details  N. M. Mansion, 185/199, CDA Svenue, Muradpur, Chittagong  Phone: 88-031-2557869,2557868 E-mail: info@digantalivingltd.com Web: http://www.digantalivingltd.com",1017/2010,"1017/2010  Diganta Living (Pvt.) Ltd.  Details  N. M. Mansion, 185/199, CDA Svenue, Muradpur, Chittagong ","88-031-2557869,2557868",info@digantalivingltd.com ,http://www.digantalivingltd.com,2010.0,1017.0,Chittagong,"(22.3687296, 91.830541)",22.3687296,91.830541,bd
440,"Membership No : 1018/2010  Lameek Development Ltd.  Details  House # 10/B, Road # 103, Gulshan-2 Dhaka-1212  Phone: 880-2-8881673 Fax: 880-2-8881658  E-mail: development@gmail.com Web: http://www.lameekdevelopment.com",1018/2010,"1018/2010  Lameek Development Ltd.  Details  House # 10/B, Road # 103, Gulshan-2 Dhaka-1212 ",880-2-8881673 Fax: 880-2-8881658 ,development@gmail.com ,http://www.lameekdevelopment.com,2010.0,1018.0,Dhaka,"(23.7926237, 90.4209685)",23.7926237,90.4209685,bd
79,"Membership No : 1019/2010  Apple Homes Limited  Details  607, mehedibagh Road, Chittagong, Phone: 031-2858313-4,2864134-5 Fax: 031-682896  Web: http://www.applehomesbd.com",1019/2010,"1019/2010  Apple Homes Limited  Details  607, mehedibagh Road, Chittagong,",,,http://www.applehomesbd.com,2010.0,1019.0,Chittagong,"(22.356851, 91.7831819)",22.3564138,91.8238564,bd
553,"Membership No : 1021/2011  Nirman Builders And Developers Ltd.  Details  199, Tejgaon I/A, Dhaka-1208  Phone: 88-02-9855453,9842812,9843046 E-mail: nirman@agni.com Web: http://www.nirmaninternational.com",1021/2011,"1021/2011  Nirman Builders And Developers Ltd.  Details  199, Tejgaon I/A, Dhaka-1208 ","88-02-9855453,9842812,9843046",nirman@agni.com ,http://www.nirmaninternational.com,2011.0,1021.0,Dhaka,"(23.7698143, 90.410647)",23.7698143,90.410647,bd
528,"Membership No : 1022/2011  Nandanik Developers & Construction Ltd.  Details  175, Sayed Nazrul Islam Sarani, Bijoy Nagar, Dhaka-1000 Phone: 9331047,01678037161,9357232 Fax: 88-02-58313157  E-mail: nandonikbuilders@gmail.com Web: http://www.nandaniki-bd.com",1022/2011,"1022/2011  Nandanik Developers & Construction Ltd.  Details  175, Sayed Nazrul Islam Sarani, Bijoy Nagar, Dhaka-1000","9331047,01678037161,9357232 Fax: 88-02-58313157 ",nandonikbuilders@gmail.com ,http://www.nandaniki-bd.com,2011.0,1022.0,Dhaka,"(None, None)",23.684994,90.356331,bd
173,"Membership No : 1023/2011  Carnival Homes Ltd.  Details  House # 815, Road # 04, Baitul Aman Housing Society, Adabor, Dhaka-1207 Phone: 9101001,9144889 Fax: 9144889  Web: http://www.chlbd.com",1023/2011,"1023/2011  Carnival Homes Ltd.  Details  House # 815, Road # 04, Baitul Aman Housing Society, Adabor, Dhaka-1207",,,http://www.chlbd.com,2011.0,1023.0,Dhaka,"(None, None)",23.7708309,90.3564904,bd
649,"Membership No : 1025/2011  Real Base Development Ltd.  Details  218 Elephant Road, Sahera Tropical Center, Suite # 3 (7th Floor), Dhaka-1205 Phone: 9611142,9600980,9611905,9614936,961198001795732494,01971276702 E-mail: hasnmohammad954@yahoo.com Web: http://www.realbasedevelopmentbd.com",1025/2011,"1025/2011  Real Base Development Ltd.  Details  218 Elephant Road, Sahera Tropical Center, Suite # 3 (7th Floor), Dhaka-1205","9611142,9600980,9611905,9614936,961198001795732494,01971276702",hasnmohammad954@yahoo.com ,http://www.realbasedevelopmentbd.com,2011.0,1025.0,Dhaka,"(23.7393208, 90.3891462)",23.7393208,90.3891462,bd
260,"Membership No : 1034/2011  Durable Development Limited  Details  House # 552/C (4th Floor), Khilgaon, Dhaka-1219 Phone: 88-02-9119952,9119965 E-mail: durabedevelopment@gmail.com",1034/2011,"1034/2011  Durable Development Limited  Details  House # 552/C (4th Floor), Khilgaon, Dhaka-1219","88-02-9119952,9119965",,,2011.0,1034.0,Dhaka,"(None, None)",23.7667264,90.41404179999999,bd
856,"Membership No : 1035/2011  Welcare Consortium Limited  Details  Sena Kalyan Bhanan (13st floor), 195 Motijheel C/A, Dhaka Phone: 9551769,7174343 E-mail: welcaregreencity@gmail.com Web: http://www.welcaregreencity.com",1035/2011,"1035/2011  Welcare Consortium Limited  Details  Sena Kalyan Bhanan (13st floor), 195 Motijheel C/A, Dhaka","9551769,7174343",welcaregreencity@gmail.com ,http://www.welcaregreencity.com,2011.0,1035.0,Dhaka,"(23.7269142, 90.4227546)",23.7269142,90.4227546,bd
355,"Membership No : 1038/2011  Headway Holdings (Pvt) Ltd.  Details  75 North Road, Flat # 5-C, Kalabagan, Dhaka-1205  Phone: 8618729,03772008882,01711130092 Fax: : 88-02-9675739",1038/2011,"1038/2011  Headway Holdings (Pvt) Ltd.  Details  75 North Road, Flat # 5-C, Kalabagan, Dhaka-1205 ",,,,2011.0,1038.0,Dhaka,"(None, None)",23.7494231,90.3830754,bd
866,"Membership No : 1039/2011  Wood Crest Homes Ltd.  Details  House # B-23, Arambagh, Section # 7, Pallabi, dhaka-1216 Phone: 02-8033021 E-mail: woodcrest.bd@gmail.com",1039/2011,"1039/2011  Wood Crest Homes Ltd.  Details  House # B-23, Arambagh, Section # 7, Pallabi, dhaka-1216",02-8033021,,,2011.0,1039.0,Dhaka,"(None, None)",23.8172565,90.37044859999999,bd
196,"Membership No : 1040/2011  Comilla Holdings Ltd.  Details  CHL Liberty (1st Floor) House # 53, Road # 14, Sector # 13 Uttara R/A, Dhaka-1230  Phone: 8917598,8921870,01711960573,01678713606, Fax: 88-02-8917598  E-mail: comilla_holdings@yahoo.com Web: http://www.comillaholdingslimited.com",1040/2011,"1040/2011  Comilla Holdings Ltd.  Details  CHL Liberty (1st Floor) House # 53, Road # 14, Sector # 13 Uttara R/A, Dhaka-1230 ","8917598,8921870,01711960573,01678713606, Fax: 88-02-8917598 ",comilla_holdings@yahoo.com ,http://www.comillaholdingslimited.com,2011.0,1040.0,Dhaka,"(23.8667146, 90.3866267)",23.8667146,90.3866267,bd
852,"Membership No : 1043/2011  Vivek Real Estate Ltd.  Details  Nasir Tread Centre (Level # 16) 89, Bir Uttom C.R Datto Sorak, Kathal Bagan, Dhaka-1205  Phone: 8618696,9663511,8629211,58612771, Fax: 88-02-58620239  E-mail: info@vivekgroupbd.com,vivekrealestatebd@gmail.com Web: http://www.vivekgroupbd.com",1043/2011,"1043/2011  Vivek Real Estate Ltd.  Details  Nasir Tread Centre (Level # 16) 89, Bir Uttom C.R Datto Sorak, Kathal Bagan, Dhaka-1205 ","8618696,9663511,8629211,58612771, Fax: 88-02-58620239 ","info@vivekgroupbd.com,vivekrealestatebd@gmail.com ",http://www.vivekgroupbd.com,2011.0,1043.0,Dhaka,"(23.7463003, 90.39239909999999)",23.7463003,90.39239909999999,bd
174,"Membership No : 1046/2011  CDC Properties Limited  Details  House-413 (3rd Floor), Road-7 Avenue-03, Mirpur DOHS Dhaka-1216 Phone: 8010723,01713219157 E-mail: cdcpltd@gmail.com Web: http://www.cdc-pl.com",1046/2011,"1046/2011  CDC Properties Limited  Details  House-413 (3rd Floor), Road-7 Avenue-03, Mirpur DOHS Dhaka-1216","8010723,01713219157",cdcpltd@gmail.com ,http://www.cdc-pl.com,2011.0,1046.0,Dhaka,"(23.8066056, 90.36060309999999)",23.8066056,90.36060309999999,bd
383,"Membership No : 1052/2011  Imovel Properties Limited  Details  House # 189, Lane # 02, Baridhara DOHS, Dhaka-1206  Phone: 8410817 E-mail: imovel_properties@yahoo.com Web: http://www.imovelbd.com",1052/2011,"1052/2011  Imovel Properties Limited  Details  House # 189, Lane # 02, Baridhara DOHS, Dhaka-1206 ",8410817,imovel_properties@yahoo.com ,http://www.imovelbd.com,2011.0,1052.0,Dhaka,"(None, None)",23.8125614,90.4131072,bd
89,"Membership No : 1053/2011  ARK Builders Ltd  Details  House # 06, Road # 3, Sector # 12, Dhaka - 1230.  Phone: (+8802) 9886871,01926993751-55 Fax: +88 02 8818688  E-mail: info@arkbuildersbd.com Web: http://www.arkbuildersbd.com",1053/2011,"1053/2011  ARK Builders Ltd  Details  House # 06, Road # 3, Sector # 12, Dhaka - 1230. ","(+8802) 9886871,01926993751-55 Fax: +88 02 8818688 ",info@arkbuildersbd.com ,http://www.arkbuildersbd.com,2011.0,1053.0,Dhaka,"(23.8694709, 90.3835072)",23.8694709,90.3835072,bd
291,"Membership No : 1060/2011  Excel Living Ltd.  Details  Ramna Trade Centre (8th Floor), 36/7, CDA Avenue, Muradpur, chittagong Phone: 031-2550818,01714119944 Fax: 031-2554322",1060/2011,"1060/2011  Excel Living Ltd.  Details  Ramna Trade Centre (8th Floor), 36/7, CDA Avenue, Muradpur, chittagong",,,,2011.0,1060.0,Chittagong,"(22.3680884, 91.8288441)",22.3680884,91.8288441,bd
441,"Membership No : 1062/2011  Landmark Development Limited  Details  Landmark ""Ring Tower"" Flat # A3, Plot # 32-35, Probal Housing Ring Road, Adabor, Dhaka-1207 Phone: 00-88-02-8120772 E-mail: landmarkdevbd@gmail.com",1062/2011,"1062/2011  Landmark Development Limited  Details  Landmark ""Ring Tower"" Flat # A3, Plot # 32-35, Probal Housing Ring Road, Adabor, Dhaka-1207",00-88-02-8120772,,,2011.0,1062.0,Dhaka,"(None, None)",23.7671997,90.3580209,bd
370,"Membership No : 1063/2011  Horizon Construction & Developments Ltd.  Details  House # 318(1st Floor), Road # 21,New DOHS Mohakhali, Dhaka-1206 Phone: 8802222282232 Fax: 88(02)-8833748  E-mail: info@horizon-cdl-bd.com Web: http://www.horizon-cdl-bd.com",1063/2011,"1063/2011  Horizon Construction & Developments Ltd.  Details  House # 318(1st Floor), Road # 21,New DOHS Mohakhali, Dhaka-1206",8802222282232 Fax: 88(02)-8833748 ,info@horizon-cdl-bd.com ,http://www.horizon-cdl-bd.com,2011.0,1063.0,Dhaka,"(None, None)",23.831486,90.3891785,bd
39,"Membership No : 1065/2011  Akco Real Estate Limited  Details  Road # 26/27, House # 69, Gulshan-1, Dhaka-1212  Phone: 9552833,9560920 Fax: 88-02-9567351",1065/2011,"1065/2011  Akco Real Estate Limited  Details  Road # 26/27, House # 69, Gulshan-1, Dhaka-1212 ",,,,2011.0,1065.0,Dhaka,"(38.2791164, -80.8508916)",23.7820624,90.4160527,bd
